Name,Symbol,Sector,Exchange,Country
Aspira Women's Health Inc.,AWH,Healthcare,NCM,United States
"Aware, Inc.",AWRE,Technology,NGM,United States
"Accelerate Diagnostics, Inc.",AXDX,Healthcare,NCM,United States
"AxoGen, Inc.",AXGN,Healthcare,NCM,United States
"Axonics, Inc.",AXNX,Healthcare,NMS,United States
"Axon Enterprise, Inc.",AXON,Industrials,NMS,United States
"Axsome Therapeutics, Inc.",AXSM,Healthcare,NGM,United States
"AXT, Inc.",AXTI,Technology,NMS,United States
Atlantica Sustainable Infrastructure plc,AY,Utilities,NMS,United Kingdom
"Ayro, Inc.",AYRO,Consumer Cyclical,NCM,United States
"Aytu BioPharma, Inc.",AYTU,Healthcare,NCM,United States
A2Z Cust2Mate Solutions Corp.,AZ,Technology,NCM,Canada
Autozi Internet Technology (Global) Ltd.,AZI,Consumer Cyclical,NGM,China
AstraZeneca PLC,AZN,Healthcare,NMS,United Kingdom
"Aspen Technology, Inc.",AZPN,Technology,NMS,United States
"Azenta, Inc.",AZTA,Healthcare,NMS,United States
GraniteShares 2x Long BABA Daily ETF,BABX,,NGM,
"IMAC Holdings, Inc.",BACK,Healthcare,NCM,United States
"Bridger Aerospace Group Holdings, Inc.",BAER,Industrials,NGM,United States
"Bridger Aerospace Group Holdings, Inc.",BAERW,Industrials,NGM,United States
BayFirst Financial Corp.,BAFN,Financial Services,NCM,United States
Bandwidth Inc.,BAND,Technology,NMS,United States
BancFirst Corporation,BANF,Financial Services,NMS,United States
BFC Capital Trust II PFD TR 7.20%,BANFP,,NMS,
CBL International Limited,BANL,Energy,NCM,Malaysia
Banner Corporation,BANR,Financial Services,NMS,United States
ArrowMark Financial Corp.,BANX,Financial Services,NGM,United States
Baosheng Media Group Holdings Limited,BAOS,Communication Services,NCM,China
"Couchbase, Inc.",BASE,Technology,NMS,United States
"Atlanta Braves Holdings, Inc.",BATRA,Communication Services,NMS,United States
"Atlanta Braves Holdings, Inc.",BATRK,Communication Services,NMS,United States
Bayview Acquisition Corp,BAYA,Financial Services,NGM,United States
Bayview Acquisition Corp,BAYAR,,NGM,United States
Bayview Acquisition Corp,BAYAU,Financial Services,NGM,United States
"Concrete Pumping Holdings, Inc.",BBCP,Industrials,NCM,United States
"Beasley Broadcast Group, Inc.",BBGI,Communication Services,NCM,United States
VanEck Biotech ETF,BBH,,NGM,
"BridgeBio Pharma, Inc.",BBIO,Healthcare,NMS,United States
Bone Biologics Corporation,BBLG,Healthcare,NCM,United States
Bone Biologics Corporation,BBLGW,Healthcare,NCM,United States
"Barrett Business Services, Inc.",BBSI,Industrials,NMS,United States
"BioAtla, Inc.",BCAB,Healthcare,NGM,United States
California BanCorp.,BCAL,Financial Services,NCM,United States
Femto Technologies Inc.,BCAN,Technology,NCM,Israel
"BCB Bancorp, Inc.",BCBP,Financial Services,NGM,United States
"BioCardia, Inc.",BCDA,Healthcare,NCM,United States
"Binah Capital Group, Inc.",BCG,Financial Services,NGM,United States
"Binah Capital Group, Inc.",BCGWW,Financial Services,NCM,United States
Brainstorm Cell Therapeutics Inc.,BCLI,Healthcare,NCM,United States
BayCom Corp,BCML,Financial Services,NMS,United States
Brightcove Inc.,BCOV,Technology,NMS,United States
"1895 Bancorp of Wisconsin, Inc.",BCOW,Financial Services,NCM,United States
Balchem Corporation,BCPC,Basic Materials,NMS,United States
"BioCryst Pharmaceuticals, Inc.",BCRX,Healthcare,NMS,United States
Blockchain Coinvestors Acquisition Corp. I,BCSA,Financial Services,NGM,Cayman Islands
Blockchain Coinvestors Acquisition Corp. I,BCSAU,Financial Services,NGM,Cayman Islands
Blockchain Coinvestors Acquisition Corp. I,BCSAW,Financial Services,NGM,Cayman Islands
BriaCell Therapeutics Corp.,BCTX,Healthcare,NCM,Canada
BriaCell Therapeutics Corp.,BCTXW,Healthcare,NCM,Canada
Bicycle Therapeutics plc,BCYC,Healthcare,NMS,United Kingdom
Bridges Capital Tactical ETF,BDGS,,NGM,
Biodexa Pharmaceuticals Plc,BDRX,Healthcare,NCM,United Kingdom
"Biodesix, Inc.",BDSX,Healthcare,NGM,United States
"Black Diamond Therapeutics, Inc.",BDTX,Healthcare,NMS,United States
Beam Therapeutics Inc.,BEAM,Healthcare,NMS,United States
"HeartBeam, Inc.",BEAT,Healthcare,NCM,United States
"HeartBeam, Inc.",BEATW,,NCM,
"Beacon Roofing Supply, Inc.",BECN,Industrials,NMS,United States
Beam Global,BEEM,Technology,NCM,United States
Honeytree U.S. Equity ETF,BEEZ,,NGM,
Bel Fuse Inc.,BELFA,Technology,NMS,United States
Bel Fuse Inc.,BELFB,Technology,NMS,United States
BlackRock Long-Term U.S. Equity ETF,BELT,,NGM,
Beneficient,BENF,Financial Services,NCM,United States
Beneficient,BENFW,Financial Services,NCM,United States
Better Home & Finance Holding Company,BETR,Financial Services,NCM,United States
Better Home & Finance Holding Company,BETRW,Financial Services,NCM,United States
Bank First Corporation,BFC,Financial Services,NCM,United States
"BurgerFi International, Inc.",BFI,Consumer Cyclical,NCM,United States
"BurgerFi International, Inc.",BFIIW,Consumer Cyclical,NCM,United States
BankFinancial Corporation,BFIN,Financial Services,NMS,United States
"Bullfrog AI Holdings, Inc.",BFRG,Healthcare,NCM,United States
"Bullfrog AI Holdings, Inc.",BFRGW,,NCM,
Biofrontera Inc.,BFRI,Healthcare,NCM,United States
Biofrontera Inc.,BFRIW,Healthcare,NCM,United States
"Business First Bancshares, Inc.",BFST,Financial Services,NMS,United States
"BGC Group, Inc.",BGC,Financial Services,NMS,United States
Big 5 Sporting Goods Corporation,BGFV,Consumer Cyclical,NMS,United States
BioNexus Gene Lab Corp.,BGLC,Basic Materials,NCM,Malaysia
Qilian International Holding Group Limited,BGM,Healthcare,NCM,China
"BeiGene, Ltd.",BGNE,Healthcare,NMS,Cayman Islands
iShares USD Green Bond ETF,BGRN,,NGM,
BlackRock Large Cap Growth ETF,BGRO,,NGM,
Bright Green Corporation,BGXX,Healthcare,NCM,United States
Focus Impact BH3 Acquisition Company,BHAC,Financial Services,NCM,United States
Focus Impact BH3 Acquisition Company,BHACU,Financial Services,NCM,United States
Focus Impact BH3 Acquisition Company,BHACW,Financial Services,NCM,United States
Blue Hat Interactive Entertainment Technology,BHAT,Communication Services,NCM,China
"Brighthouse Financial, Inc.",BHF,Financial Services,NMS,United States
"Brighthouse Financial, Inc.",BHFAL,,NMS,
"Brighthouse Financial, Inc.",BHFAM,Financial Services,NMS,United States
"Brighthouse Financial, Inc.",BHFAN,Financial Services,NMS,United States
"Brighthouse Financial, Inc.",BHFAO,Financial Services,NMS,United States
"Brighthouse Financial, Inc.",BHFAP,Financial Services,NMS,United States
"Benson Hill, Inc.",BHIL,Basic Materials,NCM,United States
Burke & Herbert Financial Services Corp.,BHRB,Financial Services,NCM,United States
"bioAffinity Technologies, Inc.",BIAF,Healthcare,NCM,United States
"bioAffinity Technologies, Inc.",BIAFW,Healthcare,NCM,United States
ProShares Ultra Nasdaq Biotechnology,BIB,,NGM,
"Baidu, Inc.",BIDU,Communication Services,NMS,China
"BigCommerce Holdings, Inc.",BIGC,Technology,NGM,United States
Biogen Inc.,BIIB,Healthcare,NMS,United States
Bilibili Inc.,BILI,Communication Services,NMS,China
"Biora Therapeutics, Inc.",BIOR,Healthcare,NGM,United States
Bioceres Crop Solutions Corp.,BIOX,Basic Materials,NMS,Argentina
"Allbirds, Inc.",BIRD,Consumer Cyclical,NMS,United States
ProShares UltraShort Nasdaq Biotechnology,BIS,,NGM,
Bitfarms Ltd.,BITF,Financial Services,NGM,Canada
Global X Blockchain & Bitcoin Strategy ETF,BITS,,NGM,
BioVie Inc.,BIVI,Healthcare,NCM,United States
"Bluejay Diagnostics, Inc.",BJDX,Healthcare,NCM,United States
VanEck Gaming ETF,BJK,,NGM,
"BJ's Restaurants, Inc.",BJRI,Consumer Cyclical,NMS,United States
Global X Blockchain ETF,BKCH,,NGM,
Black Hawk Acquisition Corporation,BKHA,Financial Services,NGM,United States
Black Hawk Acquisition Corporation,BKHAR,,NGM,United States
Black Hawk Acquisition Corporation,BKHAU,Financial Services,NGM,United States
BNY Mellon Innovators ETF,BKIV,,NGM,
Booking Holdings Inc.,BKNG,Consumer Cyclical,NMS,United States
Baker Hughes Company,BKR,Energy,NMS,United States
BNY Mellon Women's Opportunities ETF,BKWO,,NGM,
"BIO-key International, Inc.",BKYI,Industrials,NCM,United States
"BlackLine, Inc.",BL,Technology,NMS,United States
Bellevue Life Sciences Acquisition Corp.,BLAC,Financial Services,NCM,United States
Bellevue Life Sciences Acquisition Corp.,BLACR,,NCM,
Bellevue Life Sciences Acquisition Corp.,BLACU,Financial Services,NCM,United States
Bellevue Life Sciences Acquisition Corp.,BLACW,,NCM,
Blue Bird Corporation,BLBD,Industrials,NGM,United States
Blackboxstocks Inc.,BLBX,Technology,NCM,United States
Siren Nasdaq NexGen Economy ETF,BLCN,,NGM,
Blackrock Large Cap Core ETF,BLCR,,NGM,
"Blade Air Mobility, Inc.",BLDE,Industrials,NCM,United States
"Blade Air Mobility, Inc.",BLDEW,Industrials,NCM,United States
Ballard Power Systems Inc.,BLDP,Industrials,NGM,Canada
bleuacacia ltd,BLEU,Financial Services,NCM,United States
bleuacacia ltd,BLEUR,,NCM,United States
bleuacacia ltd,BLEUU,Financial Services,NCM,United States
bleuacacia ltd,BLEUW,Financial Services,NCM,United States
"BioLife Solutions, Inc.",BLFS,Healthcare,NCM,United States
Blue Foundry Bancorp,BLFY,Financial Services,NMS,United States
"Bridgeline Digital, Inc.",BLIN,Technology,NCM,United States
"Blackbaud, Inc.",BLKB,Technology,NMS,United States
JPMorgan Sustainable Infrastructure ETF,BLLD,,NGM,
"Bloomin' Brands, Inc.",BLMN,Consumer Cyclical,NMS,United States
BloomZ Inc.,BLMZ,Communication Services,NCM,Japan
Blink Charging Co.,BLNK,Industrials,NCM,United States
BioLineRx Ltd.,BLRX,Healthcare,NCM,Israel
"Belite Bio, Inc",BLTE,Healthcare,NCM,United States
"bluebird bio, Inc.",BLUE,Healthcare,NMS,United States
"Backblaze, Inc.",BLZE,Technology,NGM,United States
Bumble Inc.,BMBL,Technology,NMS,United States
VictoryShares WestEnd Economic Cycle Bond ETF,BMDL,,NGM,
"Biomea Fusion, Inc.",BMEA,Healthcare,NMS,United States
Beamr Imaging Ltd.,BMR,Technology,NCM,Israel
"Biomerica, Inc.",BMRA,Healthcare,NCM,United States
Bank of Marin Bancorp,BMRC,Financial Services,NCM,United States
BioMarin Pharmaceutical Inc.,BMRN,Healthcare,NMS,United States
"Brand Engagement Network, Inc.",BNAI,Technology,NCM,United States
"Brand Engagement Network, Inc.",BNAIW,Technology,NCM,United States
Vanguard Total Bond Market Index Fund,BND,,NGM,
Vanguard Total World Bond ETF,BNDW,,NGM,
Vanguard Total International Bond Index Fund,BNDX,,NGM,
"Bionano Genomics, Inc.",BNGO,Healthcare,NCM,United States
Bannix Acquisition Corp.,BNIX,Financial Services,NCM,United States
Bannix Acquisition Corp.,BNIXR,,NCM,United States
Bannix Acquisition Corp.,BNIXW,Financial Services,NCM,United States
Bionomics Limited,BNOX,Healthcare,NGM,Australia
Burning Rock Biotech Limited,BNR,Healthcare,NGM,China
Brenmiller Energy Ltd,BNRG,Utilities,NCM,Israel
Benitec Biopharma Inc.,BNTC,Healthcare,NCM,United States
BioNTech SE,BNTX,Healthcare,NMS,Germany
"Banzai International, Inc.",BNZI,Technology,NGM,United States
"Banzai International, Inc.",BNZIW,Technology,NCM,United States
Blue Ocean Acquisition Corp.,BOCN,Financial Services,NGM,United States
Blue Ocean Acquisition Corp.,BOCNU,Financial Services,NGM,United States
Blue Ocean Acquisition Corp.,BOCNW,Financial Services,NGM,United States
BranchOut Food Inc.,BOF,Consumer Defensive,NCM,United States
BOK Financial Corporation,BOKF,Financial Services,NMS,United States
"Boundless Bio, Inc.",BOLD,Healthcare,NMS,United States
"Bolt Biotherapeutics, Inc.",BOLT,Healthcare,NMS,United States
Bon Natural Life Limited,BON,Basic Materials,NCM,China
DMC Global Inc.,BOOM,Industrials,NMS,United States
B.O.S. Better Online Solutions Ltd.,BOSC,Technology,NCM,Israel
"Bank of the James Financial Group, Inc.",BOTJ,Financial Services,NCM,United States
Themes Robotics & Automation ETF,BOTT,,NGM,
Global X Robotics & Artificial Intelligence ETF,BOTZ,,NGM,
Bowen Acquisition Corp,BOWN,Financial Services,NGM,United States
Bowen Acquisition Corp,BOWNR,,NGM,United States
Bowen Acquisition Corp,BOWNU,Financial Services,NGM,United States
Boxlight Corporation,BOXL,Technology,NCM,United States
Blueprint Medicines Corporation,BPMC,Healthcare,NMS,United States
"Popular, Inc.",BPOP,Financial Services,NMS,United States
Popular Capital Trust II PFD GTD 6.125%,BPOPM,,NMS,
"Princeton Bancorp, Inc.",BPRN,Financial Services,NMS,United States
"Bio-Path Holdings, Inc.",BPTH,Healthcare,NCM,United States
Brookfield Property Preferred L.P.,BPYPM,,NMS,
Brookfield Property Partners L.P.,BPYPN,Real Estate,NMS,Bermuda
Brookfield Property Partners L.P.,BPYPO,Real Estate,NMS,Bermuda
Brookfield Property Partners L.P.,BPYPP,Real Estate,NMS,Bermuda
Broad Capital Acquisition Corp.,BRAC,Financial Services,NGM,United States
Broad Capital Acquisition Corp.,BRACR,,NGM,United States
Broad Capital Acquisition Corp.,BRACU,Financial Services,NGM,United States
Bragg Gaming Group Inc.,BRAG,Consumer Cyclical,NMS,Canada
Brera Holdings PLC,BREA,Communication Services,NCM,Ireland
"Barfresh Food Group, Inc.",BRFH,Consumer Defensive,NCM,United States
BlackRock High Yield ETF,BRHY,,NGM,
Bridgford Foods Corporation,BRID,Consumer Defensive,NGM,United States
BurTech Acquisition Corp.,BRKH,Financial Services,NGM,United States
BurTech Acquisition Corp.,BRKHU,Financial Services,NGM,United States
BurTech Acquisition Corp.,BRKHW,Financial Services,NGM,United States
"Brookline Bancorp, Inc.",BRKL,Financial Services,NMS,United States
Bruker Corporation,BRKR,Healthcare,NMS,United States
Borealis Foods Inc.,BRLS,Consumer Defensive,NCM,Canada
Borealis Foods Inc.,BRLSW,Consumer Defensive,NCM,Canada
"Brilliant Earth Group, Inc.",BRLT,Consumer Cyclical,NGM,United States
Barinthus Biotherapeutics plc,BRNS,Healthcare,NGM,United Kingdom
Burney U.S. Factor Rotation ETF,BRNY,,NGM,
Brooge Energy Limited,BROG,Energy,NCM,United Arab Emirates
Brooge Energy Limited,BROGW,Energy,NCM,United Arab Emirates
Valkyrie Bitcoin Fund,BRRR,,NGM,
Blackrock Total Return ETF,BRTR,,NGM,
"BioRestorative Therapies, Inc.",BRTX,Healthcare,NCM,United States
Berry Corporation,BRY,Energy,NMS,United States
"Braze, Inc.",BRZE,Technology,NMS,United States
Bogota Financial Corp.,BSBK,Financial Services,NCM,United States
Invesco BulletShares 2024 Corporate Bond ETF,BSCO,,NGM,
Invesco BulletShares 2025 Corporate Bond ETF,BSCP,,NGM,
Invesco BulletShares 2026 Corporate Bond ETF,BSCQ,,NGM,
Invesco BulletShares 2027 Corporate Bond ETF,BSCR,,NGM,
Invesco BulletShares 2028 Corporate Bond ETF,BSCS,,NGM,
Invesco BulletShares 2029 Corporate Bond ETF,BSCT,,NGM,
Invesco BulletShares 2030 Corporate Bond ETF,BSCU,,NGM,
Invesco BulletShares 2031 Corporate Bond ETF,BSCV,,NGM,
Invesco Bulletshares 2032 Corporate Bond ETF,BSCW,,NGM,
Invesco Bulletshares 2033 Corporate Bond ETF,BSCX,,NGM,
Invesco BulletShares 2034 Corporate Bond ETF,BSCY,,NGM,
"Bassett Furniture Industries, Incorporated",BSET,Consumer Cyclical,NMS,United States
Blue Star Foods Corp.,BSFC,Consumer Defensive,NCM,United States
Black Spade Acquisition II Co,BSIIU,,NGM,
Invesco BulletShares 2024 High Yield Corporate Bond ETF,BSJO,,NGM,
Invesco BulletShares 2025 High Yield Corporate Bond ETF,BSJP,,NGM,
Invesco BulletShares 2026 High Yield Corporate Bond ETF,BSJQ,,NGM,
Invesco BulletShares 2027 High Yield Corporate Bond ETF,BSJR,,NGM,
Invesco BulletShares 2028 High Yield Corporate Bond ETF,BSJS,,NGM,
Invesco BulletShares 2029 High Yield Corporate Bond ETF,BSJT,,NGM,
Invesco Bulletshares 2030 High Yield Corporate Bond ETF,BSJU,,NGM,
Invesco BulletShares 2031 High Yield Corporate Bond ETF,BSJV,,NGM,
Invesco BulletShares 2032 High Yield Corporate Bond ETF,BSJW,,NGM,
"Bolt Projects Holdings, Inc.",BSLK,Financial Services,NGM,United States
"Bolt Projects Holdings, Inc.",BSLKW,Financial Services,NCM,United States
Invesco BulletShares (R) 2024 Municipal Bond ETF,BSMO,,NGM,
Invesco BulletShares (R) 2025 Municipal Bond ETF,BSMP,,NGM,
Invesco BulletShares (R) 2026 Municipal Bond ETF,BSMQ,,NGM,
Invesco BulletShares (R) 2027 Municipal Bond ETF,BSMR,,NGM,
Invesco BulletShares (R) 2028 Municipal Bond ETF,BSMS,,NGM,
Invesco BulletShares 2029 Municipal Bond ETF,BSMT,,NGM,
Invesco BulletShares 2030 Municipal Bond ETF,BSMU,,NGM,
Invesco BulletShares 2031 Municipal Bond ETF,BSMV,,NGM,
Invesco Bulletshares 2032 Municipal Bond ETF,BSMW,,NGM,
Sierra Bancorp,BSRR,Financial Services,NMS,United States
Invesco Bulletshares 2033 Municipal Bond ETF,BSSX,,NGM,
Bank7 Corp.,BSVN,Financial Services,NMS,United States
EA Bridgeway Omni Small-Cap Value ETF,BSVO,,NGM,
"Bentley Systems, Incorporated",BSY,Technology,NMS,United States
"BioXcel Therapeutics, Inc.",BTAI,Healthcare,NCM,United States
"BT Brands, Inc.",BTBD,Consumer Cyclical,NCM,United States
"BT Brands, Inc.",BTBDW,,NCM,
"Bit Digital, Inc.",BTBT,Financial Services,NCM,United States
BTCS Inc.,BTCS,Financial Services,NCM,United States
BTC Digital Ltd.,BTCT,Technology,NCM,China
BTC Digital Ltd.,BTCTW,Technology,NCM,China
Bitdeer Technologies Group,BTDR,Technology,NCM,Singapore
Valkyrie Bitcoin and Ether Strategy ETF,BTF,,NGM,
Valkyrie Bitcoin Futures Leveraged Strategy ETF,BTFX,,NGM,
Bitcoin Depot Inc.,BTM,Financial Services,NCM,United States
biote Corp.,BTMD,Healthcare,NGM,United States
Bitcoin Depot Inc.,BTMWW,,NCM,
Armlogi Holding Corp.,BTOC,Industrials,NGM,United States
Bit Origin Ltd,BTOG,Financial Services,NCM,Singapore
"BrightSpring Health Services, Inc.",BTSG,Healthcare,NMS,United States
"BrightSpring Health Services, Inc.",BTSGU,Healthcare,NMS,United States
AB Conservative Buffer ETF,BUFC,,NGM,
Global X Cybersecurity ETF,BUG,,NGM,
Bukit Jalil Global Acquisition 1 Ltd,BUJA,Financial Services,NCM,Malaysia
Bukit Jalil Global Acquisition 1 Ltd,BUJAR,,NCM,Malaysia
Bukit Jalil Global Acquisition 1 Ltd,BUJAU,Financial Services,NCM,Malaysia
Bukit Jalil Global Acquisition 1 Ltd,BUJAW,Financial Services,NCM,Malaysia
Pacer BlueStar Engineering the Future ETF,BULD,,NGM,
First Busey Corporation,BUSE,Financial Services,NMS,United States
"BV Financial, Inc.",BVFL,Financial Services,NCM,United States
Bioventus Inc.,BVS,Healthcare,NMS,United States
BrainsWay Ltd.,BWAY,Healthcare,NGM,Israel
"Bridgewater Bancshares, Inc.",BWB,Financial Services,NCM,United States
"Bridgewater Bancshares, Inc.",BWBBP,Financial Services,NCM,United States
"Broadwind, Inc.",BWEN,Industrials,NCM,United States
"Bankwell Financial Group, Inc.",BWFG,Financial Services,NGM,United States
"The Baldwin Insurance Group, Inc.",BWIN,Financial Services,NMS,United States
Bowman Consulting Group Ltd.,BWMN,Industrials,NGM,United States
Broadway Financial Corporation,BYFC,Financial Services,NCM,United States
"Beyond Meat, Inc.",BYND,Consumer Defensive,NMS,United States
byNordic Acquisition Corporation,BYNO,Financial Services,NGM,Sweden
byNordic Acquisition Corporation,BYNOU,Financial Services,NGM,Sweden
byNordic Acquisition Corporation,BYNOW,Financial Services,NGM,Sweden
Byrna Technologies Inc.,BYRN,Industrials,NCM,United States
BeyondSpring Inc.,BYSI,Healthcare,NCM,United States
"BAIYU Holdings, Inc.",BYU,Financial Services,NCM,China
Kanzhun Limited,BZ,Communication Services,NMS,China
"BuzzFeed, Inc.",BZFD,Communication Services,NCM,United States
"BuzzFeed, Inc.",BZFDW,Communication Services,NCM,United States
Baozun Inc.,BZUN,Consumer Cyclical,NMS,China
Xtrackers California Municipal Bond ETF,CA,,NGM,
"China Automotive Systems, Inc.",CAAS,Consumer Cyclical,NCM,China
